Transaction_date,Product,Price,Payment_Type,Name,City,State,Country,Account_Created,Last_Login,Latitude,Longitude,US Zip
Transaction_date # 523,Product # 523,Price # 523,Visa,Name # 523,London,England,United Kingdom,Account_Created # 523,Last_Login # 523,Latitude # 523,0.14559,
Transaction_date # 524,Product # 524,Price # 524,Mastercard,Name # 524,London,England,United Kingdom,Account_Created # 524,Last_Login # 524,Latitude # 524,-0.08895,
Transaction_date # 525,Product # 525,Price # 525,Visa,Name # 525,Liverpool,England,United Kingdom,Account_Created # 525,Last_Login # 525,Latitude # 525,-3,
Transaction_date # 526,Product # 526,Price # 526,Visa,Name # 526,Calne,England,United Kingdom,Account_Created # 526,Last_Login # 526,Latitude # 526,-2,
Transaction_date # 527,Product # 527,Price # 527,Diners,Name # 527,Reading,England,United Kingdom,Account_Created # 527,Last_Login # 527,Latitude # 527,-1,
Transaction_date # 528,Product # 528,Price # 528,Mastercard,Name # 528,Coventry,England,United Kingdom,Account_Created # 528,Last_Login # 528,Latitude # 528,-1.55,
Transaction_date # 529,Product # 529,Price # 529,Diners,Name # 529,Leamington Spa,England,United Kingdom,Account_Created # 529,Last_Login # 529,Latitude # 529,-1.5333333,
Transaction_date # 530,Product # 530,Price # 530,Mastercard,Name # 530,Sidcup,England,United Kingdom,Account_Created # 530,Last_Login # 530,Latitude # 530,0.1166667,
Transaction_date # 531,Product # 531,Price # 531,Mastercard,Name # 531,Watford,England,United Kingdom,Account_Created # 531,Last_Login # 531,Latitude # 531,-0.4,
Transaction_date # 532,Product # 532,Price # 532,Visa,Name # 532,Redruth,England,United Kingdom,Account_Created # 532,Last_Login # 532,Latitude # 532,-5.2333333,
Transaction_date # 533,Product # 533,Price # 533,Visa,Name # 533,London,England,United Kingdom,Account_Created # 533,Last_Login # 533,Latitude # 533,0.14559,
Transaction_date # 534,Product # 534,Price # 534,Diners,Name # 534,Oxford,England,United Kingdom,Account_Created # 534,Last_Login # 534,Latitude # 534,-1.25,
Transaction_date # 535,Product # 535,Price # 535,Visa,Name # 535,Banbury,England,United Kingdom,Account_Created # 535,Last_Login # 535,Latitude # 535,-1.3333333,
Transaction_date # 536,Product # 536,Price # 536,Mastercard,Name # 536,Canterbury,England,United Kingdom,Account_Created # 536,Last_Login # 536,Latitude # 536,1.0833333,
Transaction_date # 537,Product # 537,Price # 537,Visa,Name # 537,Penclawdd,Wales,United Kingdom,Account_Created # 537,Last_Login # 537,Latitude # 537,-4.1,
Transaction_date # 538,Product # 538,Price # 538,Mastercard,Name # 538,Tunbridge Wells,England,United Kingdom,Account_Created # 538,Last_Login # 538,Latitude # 538,0.2833333,
Transaction_date # 539,Product # 539,Price # 539,Visa,Name # 539,London,England,United Kingdom,Account_Created # 539,Last_Login # 539,Latitude # 539,0.14559,
Transaction_date # 540,Product # 540,Price # 540,Visa,Name # 540,Aberdeen,Scotland,United Kingdom,Account_Created # 540,Last_Login # 540,Latitude # 540,-2.1,
Transaction_date # 541,Product # 541,Price # 541,Diners,Name # 541,Worcester,England,United Kingdom,Account_Created # 541,Last_Login # 541,Latitude # 541,-2.2,
Transaction_date # 542,Product # 542,Price # 542,Visa,Name # 542,Leicester,England,United Kingdom,Account_Created # 542,Last_Login # 542,Latitude # 542,-1.1333333,
Transaction_date # 543,Product # 543,Price # 543,Visa,Name # 543,Chalfont Saint Peter,England,United Kingdom,Account_Created # 543,Last_Login # 543,Latitude # 543,-0.55,
Transaction_date # 544,Product # 544,Price # 544,Diners,Name # 544,Birmingham,England,United Kingdom,Account_Created # 544,Last_Login # 544,Latitude # 544,-1.9166667,
Transaction_date # 545,Product # 545,Price # 545,Mastercard,Name # 545,Oxford,England,United Kingdom,Account_Created # 545,Last_Login # 545,Latitude # 545,-1.25,
Transaction_date # 546,Product # 546,Price # 546,Mastercard,Name # 546,Kidderminster,England,United Kingdom,Account_Created # 546,Last_Login # 546,Latitude # 546,-2.25,
Transaction_date # 547,Product # 547,Price # 547,Amex,Name # 547,Claygate,England,United Kingdom,Account_Created # 547,Last_Login # 547,Latitude # 547,-0.35,
Transaction_date # 548,Product # 548,Price # 548,Amex,Name # 548,London,England,United Kingdom,Account_Created # 548,Last_Login # 548,Latitude # 548,0.14559,
Transaction_date # 549,Product # 549,Price # 549,Mastercard,Name # 549,Chichester,England,United Kingdom,Account_Created # 549,Last_Login # 549,Latitude # 549,-0.7833333,
Transaction_date # 550,Product # 550,Price # 550,Visa,Name # 550,Cardiff,Wales,United Kingdom,Account_Created # 550,Last_Login # 550,Latitude # 550,-3.2,
Transaction_date # 551,Product # 551,Price # 551,Amex,Name # 551,Ashford,England,United Kingdom,Account_Created # 551,Last_Login # 551,Latitude # 551,0.8833333,
Transaction_date # 552,Product # 552,Price # 552,Visa,Name # 552,London,England,United Kingdom,Account_Created # 552,Last_Login # 552,Latitude # 552,0.14559,
Transaction_date # 553,Product # 553,Price # 553,Visa,Name # 553,Ashford,England,United Kingdom,Account_Created # 553,Last_Login # 553,Latitude # 553,-4.1,
Transaction_date # 554,Product # 554,Price # 554,Diners,Name # 554,Watford,England,United Kingdom,Account_Created # 554,Last_Login # 554,Latitude # 554,-0.4,
Transaction_date # 555,Product # 555,Price # 555,Visa,Name # 555,Edinburgh,Scotland,United Kingdom,Account_Created # 555,Last_Login # 555,Latitude # 555,-3.2,
Transaction_date # 556,Product # 556,Price # 556,Visa,Name # 556,Maidstone,England,United Kingdom,Account_Created # 556,Last_Login # 556,Latitude # 556,0.5166667,
Transaction_date # 557,Product # 557,Price # 557,Visa,Name # 557,Saint Albans,England,United Kingdom,Account_Created # 557,Last_Login # 557,Latitude # 557,-0.3333333,
Transaction_date # 558,Product # 558,Price # 558,Visa,Name # 558,Cobham,England,United Kingdom,Account_Created # 558,Last_Login # 558,Latitude # 558,0.4,
Transaction_date # 559,Product # 559,Price # 559,Visa,Name # 559,Brighton,England,United Kingdom,Account_Created # 559,Last_Login # 559,Latitude # 559,-0.15,
Transaction_date # 560,Product # 560,Price # 560,Diners,Name # 560,Huddersfield,England,United Kingdom,Account_Created # 560,Last_Login # 560,Latitude # 560,-1.7833333,
Transaction_date # 561,Product # 561,Price # 561,Visa,Name # 561,Belfast,Northern Ireland,United Kingdom,Account_Created # 561,Last_Login # 561,Latitude # 561,-5.9333333,
Transaction_date # 562,Product # 562,Price # 562,Diners,Name # 562,Haverhill,England,United Kingdom,Account_Created # 562,Last_Login # 562,Latitude # 562,0.4333333,
Transaction_date # 563,Product # 563,Price # 563,Visa,Name # 563,Jumeira,Dubayy,United Arab Emirates,Account_Created # 563,Last_Login # 563,Latitude # 563,55.2477778,
Transaction_date # 564,Product # 564,Price # 564,Diners,Name # 564,Abu Dhabi,Abu Zaby,United Arab Emirates,Account_Created # 564,Last_Login # 564,Latitude # 564,54.3666667,
Transaction_date # 565,Product # 565,Price # 565,Visa,Name # 565,Jumeira,Dubayy,United Arab Emirates,Account_Created # 565,Last_Login # 565,Latitude # 565,55.2477778,
Transaction_date # 566,Product # 566,Price # 566,Visa,Name # 566,Dubai,Dubayy,United Arab Emirates,Account_Created # 566,Last_Login # 566,Latitude # 566,55.28,
Transaction_date # 567,Product # 567,Price # 567,Visa,Name # 567,Dubai,Dubayy,United Arab Emirates,Account_Created # 567,Last_Login # 567,Latitude # 567,55.28,
Transaction_date # 568,Product # 568,Price # 568,Visa,Name # 568,Dubai,Dubayy,United Arab Emirates,Account_Created # 568,Last_Login # 568,Latitude # 568,55.28,
Transaction_date # 569,Product # 569,Price # 569,Visa,Name # 569,Irpin',Kiev,Ukraine,Account_Created # 569,Last_Login # 569,Latitude # 569,30.25,
Transaction_date # 570,Product # 570,Price # 570,Visa,Name # 570,Tesvikiye,Istanbul,Turkey,Account_Created # 570,Last_Login # 570,Latitude # 570,29.0666667,
Transaction_date # 571,Product # 571,Price # 571,Visa,Name # 571,Zekeriyakoy,Istanbul,Turkey,Account_Created # 571,Last_Login # 571,Latitude # 571,29.0302778,
Transaction_date # 572,Product # 572,Price # 572,Visa,Name # 572,Kemerburgaz,Istanbul,Turkey,Account_Created # 572,Last_Login # 572,Latitude # 572,28.9127778,
Transaction_date # 573,Product # 573,Price # 573,Visa,Name # 573,Beykoz,Istanbul,Turkey,Account_Created # 573,Last_Login # 573,Latitude # 573,29.0905556,
Transaction_date # 574,Product # 574,Price # 574,Visa,Name # 574,Istanbul,Istanbul,Turkey,Account_Created # 574,Last_Login # 574,Latitude # 574,28.9647222,
Transaction_date # 575,Product # 575,Price # 575,Visa,Name # 575,Izmir,Izmir,Turkey,Account_Created # 575,Last_Login # 575,Latitude # 575,27.1502778,
Transaction_date # 576,Product # 576,Price # 576,Visa,Name # 576,Killarney,New Providence,The Bahamas,Account_Created # 576,Last_Login # 576,Latitude # 576,-77.4166667,
Transaction_date # 577,Product # 577,Price # 577,Visa,Name # 577,Freeport City,Freeport,The Bahamas,Account_Created # 577,Last_Login # 577,Latitude # 577,-78.7,
Transaction_date # 578,Product # 578,Price # 578,Mastercard,Name # 578,Ban Khlong Sip,Krung Thep,Thailand,Account_Created # 578,Last_Login # 578,Latitude # 578,100.8166667,
Transaction_date # 579,Product # 579,Price # 579,Visa,Name # 579,Phuket,Phuket,Thailand,Account_Created # 579,Last_Login # 579,Latitude # 579,98.4,
Transaction_date # 580,Product # 580,Price # 580,Mastercard,Name # 580,Vesenaz,Geneve,Switzerland,Account_Created # 580,Last_Login # 580,Latitude # 580,6.2,
Transaction_date # 581,Product # 581,Price # 581,Mastercard,Name # 581,Lausanne,Vaud,Switzerland,Account_Created # 581,Last_Login # 581,Latitude # 581,6.6666667,
Transaction_date # 582,Product # 582,Price # 582,Mastercard,Name # 582,Morges,Vaud,Switzerland,Account_Created # 582,Last_Login # 582,Latitude # 582,6.5,
Transaction_date # 583,Product # 583,Price # 583,Visa,Name # 583,Freienbach,Schwyz,Switzerland,Account_Created # 583,Last_Login # 583,Latitude # 583,8.75,
Transaction_date # 584,Product # 584,Price # 584,Visa,Name # 584,Binningen,Basel-Country,Switzerland,Account_Created # 584,Last_Login # 584,Latitude # 584,7.5666667,
Transaction_date # 585,Product # 585,Price # 585,Visa,Name # 585,Ruschlikon,Zurich,Switzerland,Account_Created # 585,Last_Login # 585,Latitude # 585,8.55,
Transaction_date # 586,Product # 586,Price # 586,Mastercard,Name # 586,Zug,Zug,Switzerland,Account_Created # 586,Last_Login # 586,Latitude # 586,8.5166667,
Transaction_date # 587,Product # 587,Price # 587,Amex,Name # 587,Bellinzona,Ticino,Switzerland,Account_Created # 587,Last_Login # 587,Latitude # 587,9.0166667,
Transaction_date # 588,Product # 588,Price # 588,Visa,Name # 588,Ruti,Zurich,Switzerland,Account_Created # 588,Last_Login # 588,Latitude # 588,8.85,
Transaction_date # 589,Product # 589,Price # 589,Mastercard,Name # 589,Zurich,Zurich,Switzerland,Account_Created # 589,Last_Login # 589,Latitude # 589,8.55,
Transaction_date # 590,Product # 590,Price # 590,Amex,Name # 590,Versoix,Geneve,Switzerland,Account_Created # 590,Last_Login # 590,Latitude # 590,6.1666667,
Transaction_date # 591,Product # 591,Price # 591,Visa,Name # 591,Trelex,Vaud,Switzerland,Account_Created # 591,Last_Login # 591,Latitude # 591,6.2,
Transaction_date # 592,Product # 592,Price # 592,Mastercard,Name # 592,Kloten,Zurich,Switzerland,Account_Created # 592,Last_Login # 592,Latitude # 592,8.5833333,
Transaction_date # 593,Product # 593,Price # 593,Visa,Name # 593,Regensdorf,Zurich,Switzerland,Account_Created # 593,Last_Login # 593,Latitude # 593,8.4666667,
Transaction_date # 594,Product # 594,Price # 594,Mastercard,Name # 594,Geneve,Geneve,Switzerland,Account_Created # 594,Last_Login # 594,Latitude # 594,6.1666667,
Transaction_date # 595,Product # 595,Price # 595,Mastercard,Name # 595,Aubonne,Vaud,Switzerland,Account_Created # 595,Last_Login # 595,Latitude # 595,6.4,
Transaction_date # 596,Product # 596,Price # 596,Visa,Name # 596,Zurich,Zurich,Switzerland,Account_Created # 596,Last_Login # 596,Latitude # 596,8.55,
Transaction_date # 597,Product # 597,Price # 597,Visa,Name # 597,Neuchatel,Neuchatel,Switzerland,Account_Created # 597,Last_Login # 597,Latitude # 597,6.9666667,
Transaction_date # 598,Product # 598,Price # 598,Visa,Name # 598,Basel,Basel-Town,Switzerland,Account_Created # 598,Last_Login # 598,Latitude # 598,7.6,
Transaction_date # 599,Product # 599,Price # 599,Visa,Name # 599,Plan-les-Ouattes,Geneve,Switzerland,Account_Created # 599,Last_Login # 599,Latitude # 599,6.1166667,
Transaction_date # 600,Product # 600,Price # 600,Diners,Name # 600,Gingins,Vaud,Switzerland,Account_Created # 600,Last_Login # 600,Latitude # 600,6.1833333,
Transaction_date # 601,Product # 601,Price # 601,Visa,Name # 601,Bern,Bern,Switzerland,Account_Created # 601,Last_Login # 601,Latitude # 601,7.4666667,
Transaction_date # 602,Product # 602,Price # 602,Mastercard,Name # 602,Oberwil,Basel-Country,Switzerland,Account_Created # 602,Last_Login # 602,Latitude # 602,7.55,
Transaction_date # 603,Product # 603,Price # 603,Visa,Name # 603,Zumikon,Zurich,Switzerland,Account_Created # 603,Last_Login # 603,Latitude # 603,8.6166667,
Transaction_date # 604,Product # 604,Price # 604,Mastercard,Name # 604,Balgach,St Gallen,Switzerland,Account_Created # 604,Last_Login # 604,Latitude # 604,9.6,
Transaction_date # 605,Product # 605,Price # 605,Visa,Name # 605,Carouge,Geneve,Switzerland,Account_Created # 605,Last_Login # 605,Latitude # 605,6.1333333,
Transaction_date # 606,Product # 606,Price # 606,Visa,Name # 606,Lausanne,Vaud,Switzerland,Account_Created # 606,Last_Login # 606,Latitude # 606,6.6666667,
Transaction_date # 607,Product # 607,Price # 607,Mastercard,Name # 607,Villars,Vaud,Switzerland,Account_Created # 607,Last_Login # 607,Latitude # 607,7.05,
Transaction_date # 608,Product # 608,Price # 608,Visa,Name # 608,Langnau,Zurich,Switzerland,Account_Created # 608,Last_Login # 608,Latitude # 608,8.5333333,
Transaction_date # 609,Product # 609,Price # 609,Visa,Name # 609,Geneve,Geneve,Switzerland,Account_Created # 609,Last_Login # 609,Latitude # 609,6.1666667,
Transaction_date # 610,Product # 610,Price # 610,Visa,Name # 610,Massagno,Ticino,Switzerland,Account_Created # 610,Last_Login # 610,Latitude # 610,8.95,
Transaction_date # 611,Product # 611,Price # 611,Mastercard,Name # 611,Begnins,Vaud,Switzerland,Account_Created # 611,Last_Login # 611,Latitude # 611,6.25,
Transaction_date # 612,Product # 612,Price # 612,Visa,Name # 612,Berikon,Aargau,Switzerland,Account_Created # 612,Last_Login # 612,Latitude # 612,8.3833333,
Transaction_date # 613,Product # 613,Price # 613,Amex,Name # 613,Zug,Zug,Switzerland,Account_Created # 613,Last_Login # 613,Latitude # 613,8.5166667,
Transaction_date # 614,Product # 614,Price # 614,Visa,Name # 614,Anieres,Geneve,Switzerland,Account_Created # 614,Last_Login # 614,Latitude # 614,6.2166667,
Transaction_date # 615,Product # 615,Price # 615,Mastercard,Name # 615,Baden,Aargau,Switzerland,Account_Created # 615,Last_Login # 615,Latitude # 615,8.3,
Transaction_date # 616,Product # 616,Price # 616,Mastercard,Name # 616,Saltsjobaden,Stockholm,Sweden,Account_Created # 616,Last_Login # 616,Latitude # 616,18.3,
Transaction_date # 617,Product # 617,Price # 617,Visa,Name # 617,Malmo,Skane,Sweden,Account_Created # 617,Last_Login # 617,Latitude # 617,13,
Transaction_date # 618,Product # 618,Price # 618,Visa,Name # 618,Umea,Vasterbotten,Sweden,Account_Created # 618,Last_Login # 618,Latitude # 618,20.25,
Transaction_date # 619,Product # 619,Price # 619,Mastercard,Name # 619,Stockholm,Stockholm,Sweden,Account_Created # 619,Last_Login # 619,Latitude # 619,18.05,
Transaction_date # 620,Product # 620,Price # 620,Amex,Name # 620,Nacka,Stockholm,Sweden,Account_Created # 620,Last_Login # 620,Latitude # 620,18.1666667,
Transaction_date # 621,Product # 621,Price # 621,Mastercard,Name # 621,Tierp,Uppsala,Sweden,Account_Created # 621,Last_Login # 621,Latitude # 621,17.5,
Transaction_date # 622,Product # 622,Price # 622,Amex,Name # 622,Danderyd,Stockholm,Sweden,Account_Created # 622,Last_Login # 622,Latitude # 622,18.0166667,
Transaction_date # 623,Product # 623,Price # 623,Visa,Name # 623,Nacka,Stockholm,Sweden,Account_Created # 623,Last_Login # 623,Latitude # 623,18.1666667,
Transaction_date # 624,Product # 624,Price # 624,Visa,Name # 624,Stocksund,Stockholm,Sweden,Account_Created # 624,Last_Login # 624,Latitude # 624,18.0666667,
Transaction_date # 625,Product # 625,Price # 625,Visa,Name # 625,Djurgarden,Stockholm,Sweden,Account_Created # 625,Last_Login # 625,Latitude # 625,18.1166667,
Transaction_date # 626,Product # 626,Price # 626,Amex,Name # 626,Lidingo,Stockholm,Sweden,Account_Created # 626,Last_Login # 626,Latitude # 626,18.1333333,
Transaction_date # 627,Product # 627,Price # 627,Visa,Name # 627,Norrkoping,Ostergotland,Sweden,Account_Created # 627,Last_Login # 627,Latitude # 627,16.1833333,
Transaction_date # 628,Product # 628,Price # 628,Mastercard,Name # 628,Taby,Stockholm,Sweden,Account_Created # 628,Last_Login # 628,Latitude # 628,18.05,
Transaction_date # 629,Product # 629,Price # 629,Amex,Name # 629,La Alberca,Murcia,Spain,Account_Created # 629,Last_Login # 629,Latitude # 629,-1.1333333,
Transaction_date # 630,Product # 630,Price # 630,Amex,Name # 630,Barcelona,Catalonia,Spain,Account_Created # 630,Last_Login # 630,Latitude # 630,2.1833333,
Transaction_date # 631,Product # 631,Price # 631,Visa,Name # 631,Barcelona,Catalonia,Spain,Account_Created # 631,Last_Login # 631,Latitude # 631,2.1833333,
Transaction_date # 632,Product # 632,Price # 632,Visa,Name # 632,Madrid,Madrid,Spain,Account_Created # 632,Last_Login # 632,Latitude # 632,-3.6833333,
Transaction_date # 633,Product # 633,Price # 633,Mastercard,Name # 633,Madrid,Madrid,Spain,Account_Created # 633,Last_Login # 633,Latitude # 633,-3.6833333,
Transaction_date # 634,Product # 634,Price # 634,Mastercard,Name # 634,Sevilla,Andalucia,Spain,Account_Created # 634,Last_Login # 634,Latitude # 634,-5.9869444,
Transaction_date # 635,Product # 635,Price # 635,Amex,Name # 635,Gava,Catalonia,Spain,Account_Created # 635,Last_Login # 635,Latitude # 635,2.0166667,
Transaction_date # 636,Product # 636,Price # 636,Visa,Name # 636,Basauri,Pais Vasco,Spain,Account_Created # 636,Last_Login # 636,Latitude # 636,-2.4,
Transaction_date # 637,Product # 637,Price # 637,Visa,Name # 637,Churra,Murcia,Spain,Account_Created # 637,Last_Login # 637,Latitude # 637,-1.1333333,
Transaction_date # 638,Product # 638,Price # 638,Mastercard,Name # 638,Madrid,Madrid,Spain,Account_Created # 638,Last_Login # 638,Latitude # 638,-3.6833333,
Transaction_date # 639,Product # 639,Price # 639,Visa,Name # 639,Alcobendas,Madrid,Spain,Account_Created # 639,Last_Login # 639,Latitude # 639,-3.6333333,
Transaction_date # 640,Product # 640,Price # 640,Visa,Name # 640,El Escorial,Madrid,Spain,Account_Created # 640,Last_Login # 640,Latitude # 640,-4.1166667,
Transaction_date # 641,Product # 641,Price # 641,Visa,Name # 641,Songnae-dong,Soul-t'ukpyolsi,South Korea,Account_Created # 641,Last_Login # 641,Latitude # 641,127.1166667,
Transaction_date # 642,Product # 642,Price # 642,Mastercard,Name # 642,Roodepoort,Gauteng,South Africa,Account_Created # 642,Last_Login # 642,Latitude # 642,27.8666667,
Transaction_date # 643,Product # 643,Price # 643,Visa,Name # 643,Centurion,Gauteng,South Africa,Account_Created # 643,Last_Login # 643,Latitude # 643,28.1705556,
Transaction_date # 644,Product # 644,Price # 644,Mastercard,Name # 644,Durban,KwaZulu-Natal,South Africa,Account_Created # 644,Last_Login # 644,Latitude # 644,31.0166667,
Transaction_date # 645,Product # 645,Price # 645,Visa,Name # 645,Pietermaritzburg,KwaZulu-Natal,South Africa,Account_Created # 645,Last_Login # 645,Latitude # 645,30.3833333,
Transaction_date # 646,Product # 646,Price # 646,Mastercard,Name # 646,Benoni,Gauteng,South Africa,Account_Created # 646,Last_Login # 646,Latitude # 646,28.3166667,
Transaction_date # 647,Product # 647,Price # 647,Amex,Name # 647,Tsaritsyno,Moscow City,Russia,Account_Created # 647,Last_Login # 647,Latitude # 647,37.6608333,
Transaction_date # 648,Product # 648,Price # 648,Mastercard,Name # 648,Voluntari,Bucuresti,Romania,Account_Created # 648,Last_Login # 648,Latitude # 648,26.1333333,
Transaction_date # 649,Product # 649,Price # 649,Visa,Name # 649,Gdansk,Pomorskie,Poland,Account_Created # 649,Last_Login # 649,Latitude # 649,18.6666667,
Transaction_date # 650,Product # 650,Price # 650,Visa,Name # 650,Pruszkow,Mazowieckie,Poland,Account_Created # 650,Last_Login # 650,Latitude # 650,20.8333333,
Transaction_date # 651,Product # 651,Price # 651,Visa,Name # 651,Borja,Bohol,Philippines,Account_Created # 651,Last_Login # 651,Latitude # 651,124.0927778,
Transaction_date # 652,Product # 652,Price # 652,Mastercard,Name # 652,Baluan,General Santos,Philippines,Account_Created # 652,Last_Login # 652,Latitude # 652,125.2163889,
Transaction_date # 653,Product # 653,Price # 653,Visa,Name # 653,Stavanger,Rogaland,Norway,Account_Created # 653,Last_Login # 653,Latitude # 653,5.75,
Transaction_date # 654,Product # 654,Price # 654,Visa,Name # 654,Oslo,Oslo,Norway,Account_Created # 654,Last_Login # 654,Latitude # 654,10.75,
Transaction_date # 655,Product # 655,Price # 655,Visa,Name # 655,Holmenkollen,Oslo,Norway,Account_Created # 655,Last_Login # 655,Latitude # 655,10.6666667,
Transaction_date # 656,Product # 656,Price # 656,Visa,Name # 656,Oslo,Oslo,Norway,Account_Created # 656,Last_Login # 656,Latitude # 656,10.75,
Transaction_date # 657,Product # 657,Price # 657,Mastercard,Name # 657,Stavanger,Rogaland,Norway,Account_Created # 657,Last_Login # 657,Latitude # 657,5.75,
Transaction_date # 658,Product # 658,Price # 658,Visa,Name # 658,Horten,Vestfold,Norway,Account_Created # 658,Last_Login # 658,Latitude # 658,10.4669444,
Transaction_date # 659,Product # 659,Price # 659,Mastercard,Name # 659,Sola,Rogaland,Norway,Account_Created # 659,Last_Login # 659,Latitude # 659,5.6,
Transaction_date # 660,Product # 660,Price # 660,Visa,Name # 660,Aardal,Sogn og Fjordane,Norway,Account_Created # 660,Last_Login # 660,Latitude # 660,6.35,
Transaction_date # 661,Product # 661,Price # 661,Diners,Name # 661,Nordstrand,Oslo,Norway,Account_Created # 661,Last_Login # 661,Latitude # 661,10.7905556,
Transaction_date # 662,Product # 662,Price # 662,Visa,Name # 662,Bergen,Hordaland,Norway,Account_Created # 662,Last_Login # 662,Latitude # 662,5.3247222,
Transaction_date # 663,Product # 663,Price # 663,Visa,Name # 663,Vossevangen,Hordaland,Norway,Account_Created # 663,Last_Login # 663,Latitude # 663,6.4333333,
Transaction_date # 664,Product # 664,Price # 664,Diners,Name # 664,Oslo,Oslo,Norway,Account_Created # 664,Last_Login # 664,Latitude # 664,10.75,
Transaction_date # 665,Product # 665,Price # 665,Visa,Name # 665,Oslo,Oslo,Norway,Account_Created # 665,Last_Login # 665,Latitude # 665,10.75,
Transaction_date # 666,Product # 666,Price # 666,Mastercard,Name # 666,Stavenger,Rogaland,Norway,Account_Created # 666,Last_Login # 666,Latitude # 666,5.75,
Transaction_date # 667,Product # 667,Price # 667,Visa,Name # 667,Aasgaardstrand,Vestfold,Norway,Account_Created # 667,Last_Login # 667,Latitude # 667,10.4675,
Transaction_date # 668,Product # 668,Price # 668,Visa,Name # 668,Tranby,Buskerud,Norway,Account_Created # 668,Last_Login # 668,Latitude # 668,10.25,
Transaction_date # 669,Product # 669,Price # 669,Visa,Name # 669,New Plymouth City,Taranaki,New Zealand,Account_Created # 669,Last_Login # 669,Latitude # 669,174.0833333,
Transaction_date # 670,Product # 670,Price # 670,Visa,Name # 670,Torbay,Auckland,New Zealand,Account_Created # 670,Last_Login # 670,Latitude # 670,174.75,
Transaction_date # 671,Product # 671,Price # 671,Visa,Name # 671,Auckland,Auckland,New Zealand,Account_Created # 671,Last_Login # 671,Latitude # 671,174.7666667,
Transaction_date # 672,Product # 672,Price # 672,Visa,Name # 672,Waiwera,Auckland,New Zealand,Account_Created # 672,Last_Login # 672,Latitude # 672,174.7166667,
Transaction_date # 673,Product # 673,Price # 673,Visa,Name # 673,Waiau Pa,Auckland,New Zealand,Account_Created # 673,Last_Login # 673,Latitude # 673,174.75,
Transaction_date # 674,Product # 674,Price # 674,Visa,Name # 674,Hawera,Taranaki,New Zealand,Account_Created # 674,Last_Login # 674,Latitude # 674,174.2833333,
Transaction_date # 675,Product # 675,Price # 675,Amex,Name # 675,Eindhoven,Noord-Brabant,Netherlands,Account_Created # 675,Last_Login # 675,Latitude # 675,5.4666667,
Transaction_date # 676,Product # 676,Price # 676,Mastercard,Name # 676,Badhoevedorp,Noord-Holland,Netherlands,Account_Created # 676,Last_Login # 676,Latitude # 676,4.7833333,
Transaction_date # 677,Product # 677,Price # 677,Mastercard,Name # 677,Glimmen,Groningen,Netherlands,Account_Created # 677,Last_Login # 677,Latitude # 677,6.6333333,
Transaction_date # 678,Product # 678,Price # 678,Diners,Name # 678,Den Haag,Zuid-Holland,Netherlands,Account_Created # 678,Last_Login # 678,Latitude # 678,4.3,
Transaction_date # 679,Product # 679,Price # 679,Mastercard,Name # 679,Amsterdam,Noord-Holland,Netherlands,Account_Created # 679,Last_Login # 679,Latitude # 679,4.9166667,
Transaction_date # 680,Product # 680,Price # 680,Mastercard,Name # 680,Amsterdam,Noord-Holland,Netherlands,Account_Created # 680,Last_Login # 680,Latitude # 680,4.9166667,
Transaction_date # 681,Product # 681,Price # 681,Visa,Name # 681,Castricum,Noord-Holland,Netherlands,Account_Created # 681,Last_Login # 681,Latitude # 681,4.6666667,
Transaction_date # 682,Product # 682,Price # 682,Amex,Name # 682,Naarden,Noord-Holland,Netherlands,Account_Created # 682,Last_Login # 682,Latitude # 682,5.15,
Transaction_date # 683,Product # 683,Price # 683,Mastercard,Name # 683,Den Haag,Zuid-Holland,Netherlands,Account_Created # 683,Last_Login # 683,Latitude # 683,4.3,
Transaction_date # 684,Product # 684,Price # 684,Mastercard,Name # 684,Den Haag,Zuid-Holland,Netherlands,Account_Created # 684,Last_Login # 684,Latitude # 684,4.3,
Transaction_date # 685,Product # 685,Price # 685,Visa,Name # 685,Amsterdam,Noord-Holland,Netherlands,Account_Created # 685,Last_Login # 685,Latitude # 685,4.9166667,
Transaction_date # 686,Product # 686,Price # 686,Amex,Name # 686,Den Haag,Zuid-Holland,Netherlands,Account_Created # 686,Last_Login # 686,Latitude # 686,4.3,
Transaction_date # 687,Product # 687,Price # 687,Mastercard,Name # 687,Den Haag,Zuid-Holland,Netherlands,Account_Created # 687,Last_Login # 687,Latitude # 687,4.3,
Transaction_date # 688,Product # 688,Price # 688,Visa,Name # 688,Ede,Gelderland,Netherlands,Account_Created # 688,Last_Login # 688,Latitude # 688,5.6666667,
Transaction_date # 689,Product # 689,Price # 689,Mastercard,Name # 689,Utrecht,Utrecht,Netherlands,Account_Created # 689,Last_Login # 689,Latitude # 689,5.1333333,
Transaction_date # 690,Product # 690,Price # 690,Mastercard,Name # 690,Den Haag,Zuid-Holland,Netherlands,Account_Created # 690,Last_Login # 690,Latitude # 690,4.3,
Transaction_date # 691,Product # 691,Price # 691,Mastercard,Name # 691,Den Haag,Zuid-Holland,Netherlands,Account_Created # 691,Last_Login # 691,Latitude # 691,4.3,
Transaction_date # 692,Product # 692,Price # 692,Mastercard,Name # 692,Den Haag,Zuid-Holland,Netherlands,Account_Created # 692,Last_Login # 692,Latitude # 692,4.3,
